Date,Price_Per_Barrel (USD) ,Price_Per_Liter (USD),Fuel_Type,Import_Volume (Barrels),Transportation_Cost (USD),Taxes (%),Storage_Cost (USD),Exchange_Rate_Fluctuations (%),Seasonal_Demand_Variations (Scale)
2006-12-28 00:00:00,60.39,0.379811321,Gas,9464,44.2,12.56,19.32,1.75,4.21
2006-12-27 00:00:00,60.31,0.379308176,Petroleum,15526,20.66,14.4,12.26,-2.52,8.06
2006-12-26 00:00:00,61.07,0.38408805,Oil,7389,26.4,13.18,15.73,2.49,4.35
2006-12-25 00:00:00,0,0,Oil,7782,48.92,11.11,12.52,-1.46,9.31
2006-12-22 00:00:00,61.81,0.388742138,Petroleum,18777,45.13,9.66,14.31,-1.78,5
2006-12-21 00:00:00,62.05,0.390251572,Petroleum,14964,49.61,11.65,19.84,2.13,4.3
2006-12-20 00:00:00,63.08,0.39672956,Oil,7060,16.88,6.39,16.04,-1.54,3.97
2006-12-19 00:00:00,62.87,0.395408805,Petroleum,12945,22.22,11.42,5.22,0.87,9.27
2006-12-18 00:00:00,62.19,0.391132075,Oil,16050,19.96,8.11,17.64,0.83,2.77
2006-12-15 00:00:00,63.4,0.398742138,Petroleum,9781,31.62,7.2,9.23,-1.46,7.26
2006-12-14 00:00:00,62.48,0.392955975,Gas,11557,44.64,13.67,15.52,-0.94,5.78
2006-12-13 00:00:00,61.34,0.385786164,Oil,14321,44.68,5.6,6.05,0.41,3.65
2006-12-12 00:00:00,61.06,0.384025157,Gas,6056,34.73,8.95,19.88,2.27,3.55
2006-12-11 00:00:00,61.26,0.385283019,Gas,14518,41.45,12.19,12.59,0.13,6.33
2006-12-08 00:00:00,62.06,0.390314465,Oil,12016,49.07,14.92,15.02,-2.37,6.75
2006-12-07 00:00:00,62.54,0.393333333,Gas,15189,29.57,8.11,15.41,-2.85,1.3
2006-12-06 00:00:00,62.2,0.391194969,Gas,18179,47.39,12.36,16.49,-1.57,6.92
2006-12-05 00:00:00,62.4,0.39245283,Petroleum,12354,10.4,6.04,7.28,0.49,9.47
2006-12-04 00:00:00,62.39,0.392389937,Gas,13749,19.71,7.33,18.72,2.31,1.67
2006-12-01 00:00:00,63.43,0.398930818,Gas,9506,26.79,12.5,12.34,1.83,3.28
2006-11-30 00:00:00,62.97,0.396037736,Oil,8360,15.89,12.95,13.05,2.87,2.63
2006-11-29 00:00:00,62.45,0.392767296,Gas,9576,22.35,5.24,16.75,-2.67,4.15
2006-11-28 00:00:00,60.97,0.383459119,Oil,5041,18.95,5.97,7.37,0.86,3.65
2006-11-27 00:00:00,60.3,0.379245283,Petroleum,5622,34.67,8.08,8.57,-0.25,8.71
2006-11-24 00:00:00,0,0,Oil,14101,43.61,5.09,5.99,1.87,7.7
2006-11-23 00:00:00,0,0,Gas,10733,36.83,13.71,13.02,-2.37,6.85
2006-11-22 00:00:00,57.28,0.360251572,Oil,6487,13.78,10.56,5.05,-2.86,8.23
2006-11-21 00:00:00,58.01,0.364842767,Petroleum,12628,44.04,6.3,10.85,-0.62,1.83
2006-11-20 00:00:00,56.42,0.354842767,Gas,19410,14.46,9.41,13.02,-1.93,9.8
2006-11-17 00:00:00,55.9,0.351572327,Oil,6507,17.86,9.92,15.1,2.56,9.07
2006-11-16 00:00:00,56.23,0.353647799,Gas,17707,34.88,10.31,16.4,-0.72,9.59
2006-11-15 00:00:00,58.79,0.369748428,Oil,7833,35.45,11.61,9.5,0.21,6.24
2006-11-14 00:00:00,58.28,0.366540881,Oil,16358,37.32,9.18,11.87,2.08,3.86
2006-11-13 00:00:00,58.59,0.368490566,Petroleum,14053,44.5,7.52,16.74,-2.3,6.42
2006-11-10 00:00:00,59.66,0.375220126,Petroleum,11689,15.85,7.92,11.84,2.11,4.81
2006-11-09 00:00:00,61.18,0.384779874,Gas,17865,30.5,5.11,13.3,-0.8,4.81
2006-11-08 00:00:00,59.93,0.376918239,Petroleum,6455,23.8,8.92,10.79,-2.26,8.54
2006-11-07 00:00:00,58.94,0.370691824,Petroleum,6030,20.32,7,12.28,-0.56,1.66
2006-11-06 00:00:00,60.11,0.378050314,Oil,15038,39.62,12.76,5.61,-1.55,9.24
2006-11-03 00:00:00,59.13,0.371886792,Petroleum,17033,16.49,8.36,19.22,-0.4,3.86
2006-11-02 00:00:00,57.87,0.363962264,Oil,7263,26.08,5.07,10.94,2.82,1.46
2006-11-01 00:00:00,58.64,0.368805031,Oil,15671,20.46,6.7,14.95,-0.73,1.26
2006-10-31 00:00:00,58.72,0.369308176,Gas,5123,34.97,8.46,18.92,1.17,7.37
2006-10-30 00:00:00,58.41,0.367358491,Gas,15719,46.3,14.14,14.19,-0.69,2.44
2006-10-27 00:00:00,60.75,0.382075472,Gas,12979,21.32,11.78,10.73,-0.92,1.61
2006-10-26 00:00:00,60.27,0.379056604,Gas,14060,32.04,10.87,18.2,-0.71,9.36
2006-10-25 00:00:00,59.09,0.37163522,Gas,15034,19.57,6.36,13.68,-1.78,6.27
2006-10-24 00:00:00,57.55,0.361949686,Oil,12778,28.87,9.43,9.74,-2.6,10
2006-10-23 00:00:00,56.74,0.356855346,Oil,6278,17.4,9.43,6.37,-0.01,9.95
2006-10-20 00:00:00,57.35,0.360691824,Petroleum,13877,26.55,6.47,15.12,-1,8.67
2006-10-19 00:00:00,58.55,0.368238994,Gas,7596,27.53,12.66,11.69,-2.05,3.93
2006-10-18 00:00:00,57.66,0.362641509,Petroleum,5260,16.44,10.52,18.33,2.01,6.72
2006-10-17 00:00:00,58.91,0.370503145,Petroleum,8629,11.51,13.53,9.56,-0.01,4.12
2006-10-16 00:00:00,59.91,0.376792453,Petroleum,9785,43.69,13.7,17.67,1.16,8.77
2006-10-13 00:00:00,58.69,0.369119497,Oil,17622,26.23,10.91,18.17,0.61,2.32
2006-10-12 00:00:00,58.23,0.366226415,Oil,5437,13.37,12.04,13.32,1.09,4.76
2006-10-11 00:00:00,57.56,0.362012579,Petroleum,12829,26.74,9.92,9.07,-0.87,1.09
2006-10-10 00:00:00,58.5,0.367924528,Gas,9487,26.87,13.09,10.67,-0.49,9.48
2006-10-09 00:00:00,59.93,0.376918239,Oil,9651,45.95,9.34,9.95,-2.95,4.62
2006-10-06 00:00:00,59.68,0.375345912,Oil,7371,20.91,8.81,11.72,-1.73,4.78
2006-10-05 00:00:00,60.02,0.377484277,Petroleum,13880,19.87,11.72,18.73,2.06,4.49
2006-10-04 00:00:00,59.53,0.374402516,Petroleum,8415,12.41,14.58,10.42,0.36,3.21
2006-10-03 00:00:00,58.64,0.368805031,Gas,19894,35.48,14.89,19.84,1.94,1.54
2006-10-02 00:00:00,60.96,0.383396226,Gas,7045,31.25,14.29,9.11,-2.8,4.01
2006-09-29 00:00:00,62.9,0.395597484,Petroleum,12765,15.12,13.58,16.76,-0.42,8.83
2006-09-28 00:00:00,62.46,0.392830189,Petroleum,8188,23.21,8.13,10.03,1.84,2.93
2006-09-27 00:00:00,62.96,0.395974843,Gas,10837,45.15,13.62,19.64,-2.66,1.61
2006-09-26 00:00:00,60.63,0.381320755,Gas,15875,16.24,10.25,12.03,0.98,1.76
2006-09-25 00:00:00,60.74,0.382012579,Gas,13143,18.26,8.83,19.11,-0.44,9.32
2006-09-22 00:00:00,59.79,0.376037736,Oil,8069,31.54,7.25,9.77,1.4,5.72
2006-09-21 00:00:00,61.62,0.38754717,Petroleum,6231,33.15,9.65,19.69,2.74,3.13
2006-09-20 00:00:00,60,0.377358491,Oil,17823,17.24,10.93,14.9,1.3,7.77
2006-09-19 00:00:00,61.77,0.388490566,Oil,19996,32.37,11.72,19.68,2.94,9.88
2006-09-18 00:00:00,63.84,0.401509434,Petroleum,17027,38.48,9.25,12.78,0.92,3.49
2006-09-15 00:00:00,63.3,0.398113208,Petroleum,18001,23.64,6.76,8.97,2.44,5.99
2006-09-14 00:00:00,63.27,0.397924528,Gas,15637,24.45,10.3,14.82,-0.69,2.28
2006-09-13 00:00:00,64.09,0.403081761,Oil,12926,15.6,13.82,6.9,-0.4,2.84
2006-09-12 00:00:00,63.81,0.401320755,Gas,8299,48.67,5.38,17.44,0.07,6.15
2006-09-11 00:00:00,65.42,0.411446541,Gas,13174,11.08,10.62,13.29,0.59,9.97
2006-09-08 00:00:00,66.3,0.416981132,Petroleum,15319,29.92,11.99,19.86,-1.24,4.72
2006-09-07 00:00:00,67.37,0.423710692,Gas,12182,20.71,11.01,13.14,-1.25,4.89
2006-09-06 00:00:00,67.75,0.426100629,Petroleum,11370,39.55,11.13,9,0.12,8.47
2006-09-05 00:00:00,68.7,0.432075472,Gas,5210,26.76,8.58,5.07,-1.41,3.79
2006-09-04 00:00:00,0,0,Petroleum,6486,27.84,14.18,17.55,2.71,9.91
2006-09-01 00:00:00,69.24,0.435471698,Gas,17984,32.21,6.64,18.18,-1.74,5.2
2006-08-31 00:00:00,70.38,0.442641509,Petroleum,12742,37.94,6.37,19.84,0.71,8.87
2006-08-30 00:00:00,70.2,0.441509434,Petroleum,11529,42.31,5.75,13.7,1.35,5.47
2006-08-29 00:00:00,69.74,0.438616352,Oil,12730,31.59,10.08,19.32,-2.55,1.03
2006-08-28 00:00:00,70.47,0.443207547,Gas,11153,18.72,11.62,15.03,-1.14,8.83
2006-08-25 00:00:00,72.13,0.453647799,Petroleum,19428,47.98,12.03,6.03,1.82,8.79
2006-08-24 00:00:00,72.02,0.452955975,Oil,11347,15.81,9.61,19.24,2.26,5.48
2006-08-23 00:00:00,71.45,0.449371069,Petroleum,16944,48.92,7.63,14.85,-2.88,3.61
2006-08-22 00:00:00,72.55,0.456289308,Gas,18860,49.34,8.59,16.63,-0.54,9.94
2006-08-21 00:00:00,72.45,0.455660377,Gas,5659,34.42,14.75,8.62,1.2,5.19
2006-08-18 00:00:00,70.93,0.446100629,Petroleum,19689,30.07,7.06,8.97,2.83,8.19
2006-08-17 00:00:00,70.12,0.441006289,Gas,14275,21.43,6.97,6.86,-0.89,5
2006-08-16 00:00:00,71.64,0.450566038,Gas,6312,14.72,7.91,9.93,-1.68,8.37
2006-08-15 00:00:00,72.95,0.458805031,Oil,11259,45.09,12.15,17.69,0.66,1.64
2006-08-14 00:00:00,73.33,0.461194969,Gas,14968,25.5,8.04,18.57,-0.91,8.23
2006-08-11 00:00:00,74.38,0.467798742,Gas,18559,33.57,5.34,8.31,1.33,9.72
2006-08-10 00:00:00,74.17,0.466477987,Gas,19936,35.88,6.12,16.42,-2.05,3.58
2006-08-09 00:00:00,76.28,0.479748428,Gas,5239,39.85,13,9.07,2.8,1.57
2006-08-08 00:00:00,76.29,0.479811321,Petroleum,17233,25.88,8.32,9.07,-2.93,3.68
2006-08-07 00:00:00,77.05,0.484591195,Gas,14660,26.88,8.82,7.87,0.03,2.74
2006-08-04 00:00:00,74.78,0.470314465,Oil,11422,26.07,9.5,9.52,3,9.29
2006-08-03 00:00:00,75.59,0.475408805,Petroleum,15000,43.32,14.61,10.01,0.81,6.36
2006-08-02 00:00:00,76.16,0.478993711,Oil,14248,12.71,9.25,17.05,1.37,5.35
2006-08-01 00:00:00,74.93,0.471257862,Petroleum,17862,12.25,10.29,8.35,-0.3,6.83
2006-07-31 00:00:00,74.56,0.468930818,Petroleum,13331,18.74,5.97,6.7,-2.41,5.91
2006-07-28 00:00:00,73.3,0.461006289,Gas,5740,23.73,10.92,9.2,-0.08,5.66
2006-07-27 00:00:00,74.5,0.468553459,Gas,12034,12.68,7.23,8.54,-0.96,9.98
2006-07-26 00:00:00,73.82,0.46427673,Oil,19967,35.2,14.65,17.27,0.56,1.74
2006-07-25 00:00:00,73.46,0.462012579,Oil,11584,32.35,5.73,13.06,1.47,6.44
2006-07-24 00:00:00,74.29,0.467232704,Petroleum,18234,16.98,11.46,6.71,2.26,6.49
2006-07-21 00:00:00,73.52,0.462389937,Petroleum,17067,15.92,8.19,15.4,2.66,5.6
2006-07-20 00:00:00,74,0.465408805,Gas,15504,12.72,6.55,5.9,-2.09,5.63
2006-07-19 00:00:00,72.79,0.457798742,Gas,5489,47.93,13.7,6.52,2.16,5.23
2006-07-18 00:00:00,73.87,0.464591195,Petroleum,5600,31.04,11.29,6.86,-2.18,8.45
2006-07-17 00:00:00,75.7,0.476100629,Gas,12345,47.67,11.75,9.05,-1.91,6.59
2006-07-14 00:00:00,76.8,0.483018868,Petroleum,18065,27.99,9.11,17.51,0.82,6.91
2006-07-13 00:00:00,76.7,0.482389937,Petroleum,5637,31.07,9.86,19.19,-2.01,5.35
2006-07-12 00:00:00,74.99,0.47163522,Oil,8325,20.48,7.45,13.17,2.45,1.85
2006-07-11 00:00:00,74.05,0.46572327,Gas,13811,31.61,12.86,15.56,-2.87,2.82
2006-07-10 00:00:00,73.5,0.462264151,Petroleum,12507,23.67,13.32,14.6,-1.02,4.01
2006-07-07 00:00:00,73.76,0.463899371,Petroleum,17683,43.63,9.21,7.39,1.87,9.27
2006-07-06 00:00:00,75,0.471698113,Petroleum,13358,29.16,7.78,6.34,1.79,5.8
2006-07-05 00:00:00,75.2,0.472955975,Petroleum,12988,16.88,10.52,13.07,2.5,5.19
2006-07-04 00:00:00,0,0,Gas,10297,35.06,11.68,15.03,2.75,5.52
2006-07-03 00:00:00,0,0,Gas,12608,17.27,8.64,5.91,-0.64,2.05
2006-06-30 00:00:00,73.94,0.465031447,Gas,9892,25.28,8.81,15.76,-1.09,5.62
2006-06-29 00:00:00,73.5,0.462264151,Oil,18088,27.57,9.65,18.84,2.15,6.79
2006-06-28 00:00:00,72.15,0.453773585,Oil,8351,42.63,7.58,9.33,1.53,9.87
2006-06-27 00:00:00,72.05,0.453144654,Petroleum,19487,22.04,9.22,10.16,-1.82,7.77
2006-06-26 00:00:00,71.63,0.450503145,Gas,7378,13.09,12.6,12.02,0.39,2.34
2006-06-23 00:00:00,70.5,0.443396226,Gas,18447,45.15,9.74,7.06,-1.4,1.75
2006-06-22 00:00:00,70.62,0.444150943,Petroleum,6865,22.51,5.27,14.71,0.79,2.78
2006-06-21 00:00:00,70.07,0.440691824,Petroleum,9048,38.02,10.25,7.97,1.82,9.32
2006-06-20 00:00:00,69.3,0.435849057,Petroleum,18194,34.33,5.8,8.69,-0.51,8.87
2006-06-19 00:00:00,69.21,0.435283019,Oil,12537,46.54,8.62,11.62,-1.46,6.52
2006-06-16 00:00:00,69.75,0.438679245,Gas,16337,44.63,6.85,10.16,2.86,1.83
2006-06-15 00:00:00,69.78,0.438867925,Oil,11878,34.71,12.04,15.08,-1.19,9.58
2006-06-14 00:00:00,69.12,0.434716981,Petroleum,10301,29.59,8.57,17.12,-1.01,6.2
2006-06-13 00:00:00,68.48,0.430691824,Gas,17890,17.88,10.9,13.5,-2.6,1.32
2006-06-12 00:00:00,70.28,0.442012579,Petroleum,16219,11.4,10.59,12.56,-2.43,2.19
2006-06-09 00:00:00,71.62,0.450440252,Petroleum,18574,39.87,5.29,7.1,1.82,9.76
2006-06-08 00:00:00,70.25,0.441823899,Gas,5960,22.21,12.76,18.42,1.42,2.82
2006-06-07 00:00:00,70.9,0.44591195,Petroleum,12109,18.51,5.72,9.37,-1.55,9.13
2006-06-06 00:00:00,72.43,0.455534591,Gas,10284,27.53,14.11,7.65,-1.86,7.97
2006-06-05 00:00:00,72.5,0.455974843,Oil,7967,14.48,5.45,7.46,2.88,4.3
2006-06-02 00:00:00,72.73,0.457421384,Petroleum,5452,25.88,10.29,11.61,-2.09,9.62
2006-06-01 00:00:00,70.11,0.440943396,Petroleum,19652,27.93,7.38,8.22,-2.13,3.03
2006-05-31 00:00:00,71.42,0.44918239,Gas,9383,39.5,10.91,14.9,0.62,6.86
2006-05-30 00:00:00,71.85,0.451886792,Petroleum,7205,39.92,5.65,8.31,0.86,8.87
2006-05-29 00:00:00,0,0,Petroleum,9914,10.37,12.89,18.88,0.8,3.31
2006-05-26 00:00:00,71.35,0.448742138,Gas,11469,42.21,10.18,12.15,-1.71,8.74
2006-05-25 00:00:00,70.92,0.446037736,Gas,16107,15.83,10.86,5.83,-1.76,9.46
2006-05-24 00:00:00,69.47,0.436918239,Oil,8420,13.57,10.57,16.63,2.1,3.81
2006-05-23 00:00:00,70.78,0.445157233,Petroleum,8900,13.6,9.12,11.54,2.05,6.26
2006-05-22 00:00:00,69.23,0.435408805,Petroleum,8794,41.87,13.99,7.78,-1.01,5.33
2006-05-19 00:00:00,68.44,0.430440252,Petroleum,6429,28.43,12.1,14.52,-0.79,6.9
2006-05-18 00:00:00,69.63,0.437924528,Gas,5674,40.78,14.42,19.99,1.28,4.99
2006-05-17 00:00:00,68.65,0.431761006,Gas,19542,24.5,13.62,17.23,1.71,7.59
2006-05-16 00:00:00,69.4,0.436477987,Gas,8192,34.7,14.37,5.82,-2.82,4.47
2006-05-15 00:00:00,69.25,0.435534591,Oil,5258,30.63,7.89,18.83,-2.86,1.41
2006-05-12 00:00:00,71.87,0.452012579,Petroleum,12968,42.91,14.94,5.66,-1.5,6.59
2006-05-11 00:00:00,73,0.459119497,Oil,16089,47.52,7.21,16.11,2.19,5.67
2006-05-10 00:00:00,72.15,0.453773585,Petroleum,5916,36.65,9.34,10.35,1.05,9.15
2006-05-09 00:00:00,70.71,0.444716981,Petroleum,8846,49.87,6.98,9.6,-0.17,4.57
2006-05-08 00:00:00,69.75,0.438679245,Petroleum,18166,27.74,11.29,8.2,1.55,4.05
2006-05-05 00:00:00,70.09,0.44081761,Oil,10792,36.25,8.71,9.2,-0.2,8.98
2006-05-04 00:00:00,69.98,0.440125786,Oil,7655,15.49,14.8,18.82,2.73,3.91
2006-05-03 00:00:00,72.26,0.454465409,Gas,6796,22.05,13.06,13.47,-0.85,4.35
2006-05-02 00:00:00,74.62,0.469308176,Petroleum,11588,45.84,13.34,15.15,0.96,7.12
2006-05-01 00:00:00,73.75,0.463836478,Gas,12825,44.16,10.66,19,1.6,5.78
2006-04-28 00:00:00,71.8,0.451572327,Oil,6878,39.16,7.78,10.86,-2.31,3.06
2006-04-27 00:00:00,70.76,0.445031447,Petroleum,5714,44.55,5.94,16.4,1.39,4.23
2006-04-26 00:00:00,71.71,0.451006289,Oil,19305,13.81,9.06,16.24,-2.96,5.54
2006-04-25 00:00:00,67.43,0.42408805,Gas,19125,31.63,5.14,14.38,1.28,5.2
2006-04-24 00:00:00,70.19,0.441446541,Gas,16844,18.99,10.99,5.1,2.12,7.14
2006-04-21 00:00:00,73.73,0.463710692,Gas,10712,23.4,7.08,12.12,-1.54,6.5
2006-04-20 00:00:00,71.96,0.452578616,Petroleum,13178,22.6,12.09,18.84,-1.52,6
2006-04-19 00:00:00,72.07,0.45327044,Gas,16981,27.48,10.73,14.4,-2.49,8.65
2006-04-18 00:00:00,71.28,0.448301887,Oil,10355,41.94,9.45,5.66,-2.25,7.08
2006-04-17 00:00:00,70.3,0.442138365,Gas,15982,31.89,14.27,5.72,-2.04,9.93
2006-04-14 00:00:00,0,0,Gas,7743,44.74,11.63,15.69,-0.14,5.73
2006-04-13 00:00:00,69.53,0.437295597,Gas,16201,25.22,13.44,14.79,1.11,1.48
2006-04-12 00:00:00,68.53,0.431006289,Oil,6658,23.24,8.12,9.57,-2.59,5.3
2006-04-11 00:00:00,69.03,0.434150943,Oil,19534,41.71,11.72,15.1,2.23,7.86
2006-04-10 00:00:00,68.29,0.429496855,Oil,10224,26.24,7.72,12.01,2.46,2.36
2006-04-07 00:00:00,67.02,0.421509434,Oil,18659,12.46,7.05,15.69,0.16,2.04
2006-04-06 00:00:00,67.22,0.422767296,Petroleum,13100,42.31,11.8,5.55,0.82,2.35
2006-04-05 00:00:00,66.76,0.419874214,Oil,13377,15.93,9.91,16.26,2.65,8.59
2006-04-04 00:00:00,65.75,0.413522013,Oil,11024,40.63,7.56,13.52,-2.19,3.65
2006-04-03 00:00:00,66.07,0.415534591,Petroleum,5455,17.88,12.09,16.16,1.85,6.33
2006-03-31 00:00:00,66.25,0.416666667,Oil,14379,34.62,5.86,18.3,0.38,5.15
2006-03-30 00:00:00,66.7,0.419496855,Oil,18667,19.37,6.95,13.23,-2.34,2.26
2006-03-29 00:00:00,66,0.41509434,Petroleum,16471,43.47,12.22,10.17,-1.11,1.93
2006-03-28 00:00:00,65.65,0.412893082,Oil,9401,31.28,7.34,13.79,0.02,6.64
2006-03-27 00:00:00,63.75,0.400943396,Gas,5241,16.1,7.39,10.16,-1.49,7.01
2006-03-24 00:00:00,63.9,0.401886792,Gas,18572,26.4,5.75,7.81,1.5,5.1
2006-03-23 00:00:00,62.13,0.390754717,Oil,16406,33.86,7.1,17.15,0.52,3.86
2006-03-22 00:00:00,60.03,0.37754717,Gas,5404,41.47,13.79,10.4,0.04,3.84
2006-03-21 00:00:00,60.41,0.379937107,Gas,9529,25.12,13.93,16.32,0.63,1.95
2006-03-20 00:00:00,60.31,0.379308176,Oil,7988,38.82,7.93,17.75,1.32,2.34
2006-03-17 00:00:00,62.81,0.395031447,Petroleum,8382,19.91,14.86,19.73,-0.92,4.29
2006-03-16 00:00:00,63.46,0.399119497,Oil,18634,37.28,14.45,10.27,-1.63,2.4
2006-03-15 00:00:00,62.11,0.390628931,Petroleum,16205,11.56,14.69,11.12,2.61,1.84
2006-03-14 00:00:00,63.01,0.396289308,Gas,19616,19.93,13.28,8.54,0.8,6.16
2006-03-13 00:00:00,61.81,0.388742138,Petroleum,11755,43.07,8.68,18.68,-0.42,1.62
2006-03-10 00:00:00,59.91,0.376792453,Gas,6354,30.48,14.5,17.79,0.15,6.28
2006-03-09 00:00:00,60.51,0.380566038,Oil,7441,30.74,5.47,13.26,1.14,5.84
2006-03-08 00:00:00,60.06,0.377735849,Gas,6159,29.12,8.23,19.25,1.56,5.62
2006-03-07 00:00:00,61.51,0.386855346,Petroleum,9194,20.5,13.48,16.34,-1.04,6.43
2006-03-06 00:00:00,62.46,0.392830189,Petroleum,6550,30.28,5.3,5.85,2.7,1.65
2006-03-03 00:00:00,63.61,0.400062893,Gas,6673,20.05,5,10.57,-2.17,7.28
2006-03-02 00:00:00,63.36,0.398490566,Oil,19625,42.17,5.85,17.24,-0.84,2.8
2006-03-01 00:00:00,62.01,0.39,Oil,18447,38.67,14.84,17.35,-0.59,5.74
2006-02-28 00:00:00,61.37,0.385974843,Gas,16486,34.68,12.83,14.06,1.8,5.34
2006-02-27 00:00:00,61.01,0.383710692,Oil,14046,34.46,6.2,16.87,2.93,7.66
2006-02-24 00:00:00,61.46,0.386540881,Gas,13571,22.53,5.31,13.41,2.68,2.21
2006-02-23 00:00:00,58.03,0.364968553,Petroleum,7178,42.9,6.38,19.72,-0.41,9.7
2006-02-22 00:00:00,59.03,0.371257862,Oil,19284,36.16,6.06,18.07,2.36,5.06
2006-02-21 00:00:00,61.21,0.384968553,Petroleum,13894,30.92,6.88,5.15,-1.42,6.17
2006-02-20 00:00:00,0,0,Oil,7499,21.98,9.15,9.14,-2.94,7.79
2006-02-17 00:00:00,59.76,0.375849057,Oil,16526,49.82,8.25,18.6,2.34,1.15
2006-02-16 00:00:00,58.61,0.368616352,Petroleum,10317,18.57,5.58,6.56,-1.4,9.07
2006-02-15 00:00:00,57.61,0.362327044,Oil,9052,39.32,5.24,7.52,-0.46,2.34
2006-02-14 00:00:00,59.61,0.37490566,Petroleum,13888,37.98,11.27,15.01,-2.66,9.8
2006-02-13 00:00:00,61.26,0.385283019,Oil,10410,22.25,12.65,19.22,1.97,5.87
2006-02-10 00:00:00,62.01,0.39,Petroleum,14652,10.24,11.83,17.63,-1.97,8.89
2006-02-09 00:00:00,62.66,0.39408805,Petroleum,6462,34.66,10.2,6.81,0.64,5.84
2006-02-08 00:00:00,62.51,0.393144654,Gas,19675,44.54,8.6,9.59,0.41,8.88
2006-02-07 00:00:00,63.01,0.396289308,Gas,17457,29.04,11.07,12.26,1.51,9.45
2006-02-06 00:00:00,65.11,0.409496855,Gas,18599,37.69,5.95,12.35,-2.4,3.51
2006-02-03 00:00:00,65.41,0.411383648,Petroleum,19880,20.04,6.12,13.5,-1.38,1.26
2006-02-02 00:00:00,64.71,0.406981132,Oil,19706,28.93,5.9,6.14,0.64,5.82
2006-02-01 00:00:00,66.61,0.418930818,Oil,13084,27.04,11.45,13.45,-0.55,6.25
2006-01-31 00:00:00,67.86,0.426792453,Petroleum,18735,36.43,13.88,8.97,2.83,7.75
2006-01-30 00:00:00,68.36,0.429937107,Oil,19315,44.27,10.93,17.84,1.97,9.38
2006-01-27 00:00:00,67.81,0.426477987,Oil,18851,24.39,11.58,10.77,-0.12,3.17
2006-01-26 00:00:00,65.8,0.413836478,Petroleum,6798,27.4,5.52,18.99,-0.67,1.4
2006-01-25 00:00:00,65.6,0.412578616,Petroleum,5719,35.21,12.62,12.48,-0.29,9.12
2006-01-24 00:00:00,66.83,0.420314465,Petroleum,6798,19.45,8.99,16.56,-0.43,7.21
2006-01-23 00:00:00,68.06,0.428050314,Petroleum,7029,16.49,13.99,7.2,1.05,9.71
2006-01-20 00:00:00,68.16,0.428679245,Petroleum,5316,15.04,14.83,15.67,-2.18,9.69
2006-01-19 00:00:00,66.86,0.420503145,Oil,5154,18.33,5.9,6.35,2.74,3.4
2006-01-18 00:00:00,65.76,0.413584906,Oil,8760,23.54,7.81,7.17,-0.21,9.92
2006-01-17 00:00:00,66.36,0.417358491,Petroleum,6493,39.24,12.69,15.5,-0.54,6.29
2006-01-16 00:00:00,0,0,Oil,11979,10.04,10.48,9.86,0.57,4.28
2006-01-13 00:00:00,63.86,0.40163522,Petroleum,11694,36.62,8.36,19.22,2.5,4.13
2006-01-12 00:00:00,63.96,0.402264151,Oil,13666,43.02,5.86,12.9,2.21,9.07
2006-01-11 00:00:00,63.91,0.401949686,Petroleum,13301,13.21,11.33,6.02,-0.66,5.63
2006-01-10 00:00:00,63.41,0.398805031,Gas,16954,22.16,14.33,10.31,1.48,9.57
2006-01-09 00:00:00,63.56,0.399748428,Petroleum,10371,19.37,14.34,19.67,-0.93,8.24
2006-01-06 00:00:00,64.21,0.403836478,Oil,6749,12.1,6.82,7.94,2.99,8.42
2006-01-05 00:00:00,62.81,0.395031447,Oil,7303,29.03,10.69,18.58,-2.2,1.85
2006-01-04 00:00:00,63.41,0.398805031,Gas,13444,11.15,10.88,9.95,1.3,6.29
2006-01-03 00:00:00,63.11,0.396918239,Oil,12684,32.77,11.08,8.4,0.87,1.79
2006-01-02 00:00:00,0,0,Gas,7877,34.42,6.47,5.11,1.81,2.38
2005-12-30 00:00:00,61.06,0.384025157,Oil,11756,19.49,5.48,5.48,-2.89,6.69
2005-12-29 00:00:00,60.26,0.378993711,Gas,13612,47.17,5.1,9.01,-0.43,2.9
2005-12-28 00:00:00,59.81,0.376163522,Petroleum,7759,37.31,13.47,10.83,2.93,8.64
2005-12-27 00:00:00,58.16,0.365786164,Oil,10077,36.36,8.09,7.46,-0.03,6.48
2005-12-26 00:00:00,0,0,Petroleum,16826,32.26,5.47,9.9,2.86,8.88
2005-12-23 00:00:00,58.08,0.365283019,Gas,5113,11.6,14.71,15.18,0.65,8.41
2005-12-22 00:00:00,58.08,0.365283019,Gas,14037,11.15,13.94,7.84,-1.41,2.82
2005-12-21 00:00:00,58.56,0.368301887,Gas,5309,21.34,13.45,12.82,2.82,1.26
2005-12-20 00:00:00,57.81,0.363584906,Gas,6891,22.13,6.87,5.69,2.98,5.29
2005-12-19 00:00:00,57.31,0.360440252,Oil,5576,34.18,11.48,7.55,-1.05,5.95
2005-12-16 00:00:00,58.01,0.364842767,Oil,12178,25.33,13.98,7.02,2.76,7.65
2005-12-15 00:00:00,60.01,0.377421384,Petroleum,16041,21.28,7.96,7,-1.26,9.16
2005-12-14 00:00:00,60.86,0.382767296,Petroleum,18692,25,14.95,12.15,0.04,3.63
2005-12-13 00:00:00,61.36,0.38591195,Gas,16590,26.86,11.22,8.9,-1.69,7.24
